390	10	41
391	10	41
392	7	42
393	7	42
394	8	42
395	8	42
396	9	42
397	9	42
398	10	42
399	10	42
400	11	42
401	7	43
402	8	43
403	8	43
404	9	43
405	9	43
406	10	43
407	10	43
408	11	43
409	11	43
410	8	44
411	8	44
412	9	44
413	9	44
414	6	40
415	6	40
416	7	40
417	7	40
418	8	40
419	8	40
420	9	40
421	9	40
422	10	40
423	10	40
424	6	41
425	7	41
426	7	41
427	8	41
428	8	41
429	9	41
430	9	41
431	10	41
432	10	41
433	11	41
434	7	42
435	7	42
436	8	42
437	8	42
438	9	42
439	9	42
440	10	42
441	10	42
442	11	42
443	11	42
444	7	43
445	8	43
446	8	43
447	9	43
448	9	43
449	10	43
450	10	43
451	11	43
452	11	43
453	12	43
454	6	40
455	6	40
456	7	40
457	7	40
458	8	40
459	8	40
460	9	40
461	9	40
462	10	40
463	10	40
464	11	40
465	6	41
466	7	41
467	7	41
468	8	41
469	8	41
470	9	41
471	9	41
472	10	41
473	10	41
474	11	41
475	11	41
476	7	42
477	7	42
478	8	42
479	8	42
480	9	42
481	9	42
482	10	42
483	10	42
484	11	42
485	11	42
486	12	42
487	7	43
488	8	43
489	8	43
490	9	43
491	9	43
492	10	43
493	10	43
494	6	40
495	6	40
496	7	40
497	7	40
498	8	40
499	8	40
500	9	40
501	9	40
502	10	40
503	10	40
504	11	40
505	11	40
506	6	41
507	7	41
508	7	41
509	8	41
510	8	41
511	9	41
512	9	41
513	10	41
514	10	41
515	11	41
516	11	41
517	12	41
518	7	42
519	7	42
520	8	42
521	8	42
522	9	42
523	9	42
524	10	42
525	10	42
526	11	42
527	11	42
528	12	42
529	12	42
530	7	43
531	8	43
532	8	43
533	9	43
534	6	40
535	6	40
536	7	40
537	7	40
538	8	40
539	8	40
540	9	40
541	9	40
542	10	40
543	10	40
544	11	40
545	11	40
546	12	40
547	6	41
548	7	41
549	7	41
550	8	41
551	8	41
552	9	41
553	9	41
554	10	41
555	10	41
556	11	41
557	11	41
558	12	41
559	12	41
560	7	42
561	7	42
562	8	42
563	8	42
564	9	42
565	9	42
566	10	42
567	10	42
568	11	42
569	11	42
570	12	42
571	12	42
572	13	42
573	7	43
574	6	40
575	6	40
576	7	40
577	7	40
578	8	40
579	8	40
580	9	40
581	9	40
582	10	40
583	10	40
584	11	40
585	11	40
586	12	40
587	12	40
588	6	41
589	7	41
590	7	41
591	8	41
592	8	41
593	9	41
594	9	41
595	10	41
596	10	41
597	11	41
598	11	41
599	12	41
600	12	41
601	13	41
602	7	42
603	7	42
604	8	42
605	8	42
606	9	42
607	9	42
608	10	42
609	10	42
610	11	42
611	11	42
612	12	42
613	12	42
614	6	40
615	6	40
616	7	40
617	7	40
618	8	40
619	8	40
620	9	40
621	9	40
622	10	40
623	10	40
624	11	40
625	11	40
626	12	40
627	12	40
628	13	40
629	6	41
630	7	41
631	7	41
632	8	41
633	8	41
634	9	41
635	9	41
636	10	41
637	10	41
638	11	41
639	11	41
640	12	41
641	12	41
642	13	41
643	13	41
644	7	42
645	7	42
646	8	42
647	8	42
648	9	42
649	9	42
650	10	42
651	10	42
652	11	42
653	11	42
654	6	40
655	6	40
656	7	40
657	7	40
658	8	40
659	8	40
660	9	40
661	9	40
662	10	40
663	10	40
664	11	40
665	11	40
666	12	40
667	12	40
668	13	40
669	13	40
670	6	41
671	7	41
672	7	41
673	8	41
674	8	41
675	9	41
676	9	41
677	10	41
678	10	41
679	11	41
680	11	41
681	12	41
682	12	41
683	13	41
684	13	41
685	14	41
686	7	42
687	7	42
688	8	42
689	8	42
690	9	42
691	9	42
692	10	42
693	10	42
694	6	40
695	6	40
696	7	40
697	7	40
698	8	40
699	8	40
700	9	40
701	9	40
702	10	40
703	10	40
704	11	40
705	11	40
706	12	40
707	12	40
708	13	40
709	13	40
710	14	40
711	6	41
712	7	41
713	7	41
714	8	41
715	8	41
716	9	41
717	9	41
718	10	41
719	10	41
720	11	41
721	11	41
722	12	41
723	12	41
724	13	41
725	13	41
726	14	41
727	14	41
728	7	42
729	7	42
730	8	42
731	8	42
732	9	42
733	9	42
734	6	40
735	6	40
736	7	40
737	7	40
738	8	40
739	8	40
740	9	40
741	9	40
742	10	40
743	10	40
744	11	40
745	11	40
746	12	40
747	12	40
748	13	40
749	13	40
750	14	40
751	14	40
752	6	41
753	7	41
754	7	41
755	8	41
756	8	41
757	9	41
758	9	41
759	10	41
760	10	41
761	11	41
762	11	41
763	12	41
764	12	41
765	13	41
766	13	41
767	14	41
768	14	41
769	15	41
770	7	42
771	7	42
772	8	42
773	8	42
774	6	40
775	6	40
776	7	40
777	7	40
778	8	40
779	8	40
780	9	40
781	9	40
782	10	40
783	10	40
784	11	40
785	11	40
786	12	40
787	12	40
788	13	40
789	13	40
790	14	40
791	14	40
792	15	40
793	6	41
794	7	41
795	7	41
796	8	41
797	8	41
798	9	41
799	9	41
800	10	41
801	10	41
802	11	41
803	11	41
804	12	41
805	12	41
806	13	41
807	13	41
808	14	41
809	14	41
810	15	41
811	15	41
812	7	42
813	7	42
814	6	40
815	6	40
816	7	40
817	7	40
818	8	40
819	8	40
820	9	40
821	9	40
822	10	40
823	10	40
824	11	40
825	11	40
826	12	40
827	12	40
828	13	40
829	13	40
830	14	40
831	14	40
832	15	40
833	15	40
834	6	41
835	7	41
836	7	41
837	8	41
838	8	41
839	9	41
840	9	41
841	10	41
842	10	41
843	11	41
844	11	41
845	12	41
846	12	41
847	13	41
848	13	41
849	14	41
850	14	41
851	15	41
852	15	41
853	16	41
854	6	40
855	6	40
856	7	40
857	7	40
858	8	40
859	8	40
860	9	40
861	9	40
862	10	40
863	10	40
864	11	40
865	11	40
866	12	40
867	12	40
868	13	40
869	13	40
870	14	40
871	14	40
872	15	40
873	15	40
874	16	40
875	6	41
876	7	41
877	7	41
878	8	41
879	8	41
880	9	41
881	9	41
882	10	41
883	10	41
884	11	41
885	11	41
886	12	41
887	12	41
888	13	41
889	13	41
890	14	41
891	14	41
892	15	41
893	15	41
894	6	40
895	6	40
896	7	40
897	7	40
898	8	40
899	8	40
900	9	40
901	9	40
902	10	40
903	10	40
904	11	40
905	11	40
906	12	40
907	12	40
908	13	40
909	13	40
910	14	40
911	14	40
912	15	40
913	15	40
914	16	40
915	16	40
916	6	41
917	7	41
918	7	41
919	8	41
920	8	41
921	9	41
922	9	41
923	10	41
924	10	41
925	11	41
926	11	41
927	12	41
928	12	41
929	13	41
930	13	41
931	14	41
932	14	41
933	15	41
934	6	40
935	6	40
936	7	40
937	7	40
938	8	40
939	8	40
940	9	40
941	9	40
942	10	40
943	10	40
944	11	40
945	11	40
946	12	40
947	12	40
948	13	40
949	13	40
950	14	40
951	14	40
952	15	40
953	15	40
954	16	40
955	16	40
956	17	40
957	6	41
958	7	41
959	7	41
960	8	41
961	8	41
962	9	41
963	9	41
964	10	41
965	10	41
966	11	41
967	11	41
968	12	41
969	12	41
970	13	41
971	13	41
972	14	41
973	14	41
974	6	40
975	6	40
976	7	40
977	7	40
978	8	40
979	8	40
980	9	40
981	9	40
982	10	40
983	10	40
984	11	40
985	11	40
986	12	40
987	12	40
988	13	40
989	13	40
990	14	40
991	14	40
992	15	40
993	15	40
994	16	40
995	16	40
996	17	40
997	17	40
998	6	41
999	7	41
1000	7	41
1001	8	41
1002	8	41
1003	9	41
1004	9	41
1005	10	41
1006	10	41
1007	11	41
1008	11	41
1009	12	41
1010	12	41
1011	13	41
1012	13	41
1013	14	41
1014	6	40
1015	6	40
1016	7	40
1017	7	40
1018	8	40
1019	8	40
1020	9	40
1021	9	40
1022	10	40
1023	10	40
1024	11	40
1025	11	40
1026	12	40
1027	12	40
1028	13	40
1029	13	40
1030	14	40
1031	14	40
1032	15	40
1033	15	40
1034	16	40
1035	16	40
1036	17	40
1037	17	40
1038	18	40
1039	6	41
1040	7	41
1041	7	41
1042	8	41
1043	8	41
1044	9	41
1045	9	41
1046	10	41
1047	10	41
1048	11	41
1049	11	41
1050	12	41
1051	12	41
1052	13	41
1053	13	41
1054	6	40
1055	6	40
1056	7	40
1057	7	40
1058	8	40
1059	8	40
1060	9	40
1061	9	40
1062	10	40
1063	10	40
1064	11	40
1065	11	40
1066	12	40
1067	12	40
1068	13	40
1069	13	40
1070	14	40
1071	14	40
1072	15	40
1073	15	40
1074	16	40
1075	16	40
1076	17	40
1077	17	40
1078	18	40
1079	18	40
1080	6	41
1081	7	41
1082	7	41
1083	8	41
1084	8	41
1085	9	41
1086	9	41
1087	10	41
1088	10	41
1089	11	41
1090	11	41
1091	12	41
1092	12	41
1093	13	41
1094	6	40
1095	6	40
1096	7	40
1097	7	40
1098	8	40
1099	8	40
1100	9	40
1101	9	40
1102	10	40
1103	10	40
1104	11	40
1105	11	40
1106	12	40
1107	12	40
1108	13	40
1109	13	40
1110	14	40
1111	14	40
1112	15	40
1113	15	40
1114	16	40
1115	16	40
1116	17	40
1117	17	40
1118	18	40
1119	18	40
1120	19	40
1121	6	41
1122	7	41
1123	7	41
1124	8	41
1125	8	41
1126	9	41
1127	9	41
1128	10	41
1129	10	41
1130	11	41
1131	11	41
1132	12	41
1133	12	41
1134	6	40
